INCIDENT_NUMBER,Lat,Long,my_colours
I172091685,42.35505244,-71.07390742,pink
I172010305,42.28941633,-71.07830473,orange
I172048588,42.32172072,-71.11131054,red
I172055494,42.29080488,-71.05965861,purple
I172040763,42.31322413,-71.05715277,purple
I172081575,42.27693086,-71.08631706,orange
I172069496,42.31426756,-71.09153899,blue
I172107202,42.28905254,-71.05246692,purple
I172062776,42.2843982,-71.06468373,purple
I172037706,42.28152567,-71.09700335,orange
I172097894,42.31578,-71.066399,blue
I172015247,42.28623708,-71.07768279,orange
I172049988,42.27491663,-71.09220444,orange
I172071838,42.33747549,-71.05238494,green
I172062475,42.34341962,-71.083956,pink
I172007440,42.28187061,-71.08751152,orange
I172067601,42.31788176,-71.08911975,yellow
I172073621,42.28187061,-71.08751152,orange
I172086300,42.29873638,-71.08262454,orange
I172045092,42.32692112,-71.05841861,blue
I172094878,42.32019753,-71.06641761,blue
I172037609,42.28575222,-71.06430857,purple
I172091128,42.30964232,-71.07164922,purple
I172085557,42.27855984,-71.09199697,orange
I172100821,42.31705299,-71.06521384,blue
I172022136,42.31244922,-71.05520971,purple
I172024264,42.30492239,-71.10298073,red
I172001820,42.32155857,-71.06132071,green
I172073265,42.35049658,-71.06865907,yellow
I172095779,42.34877575,-71.09606805,pink
I172070968,42.30700371,-71.08313157,blue
I172014424,42.33606304,-71.10782832,blue
I172003628,42.32930936,-71.06898572,green
I172034200,42.2824562,-71.0858369,orange
I172008232,42.33930416,-71.05160423,green
I172089158,42.30263978,-71.06038376,purple
I172008036,42.33271353,-71.03529347,green
I172009769,42.28174231,-71.09241594,orange
I172052560,42.30711017,-71.07973011,blue
I172075654,42.29105051,-71.09122374,orange
I172087073,42.29864216,-71.0731233,orange
I172042670,42.35755601,-71.05299156,yellow
I172075556,42.28756451,-71.08223781,orange
I172028969,42.28135834,-71.05677647,purple
I172102107,42.33444882,-71.0757421,pink
I172033838,42.30402156,-71.0645917,purple
I172016474,42.29040923,-71.07693574,orange
I172008915,42.29360585,-71.0718865,purple
I172023174,42.33630314,-71.04445634,green
I172076866,42.34544847,-71.08683654,pink
I172040219,42.30952511,-71.08261838,blue
I172080027,42.3045083,-71.08075871,orange
I172082183,42.268024,-71.09301057,orange
I172037993,42.35746445,-71.05098164,yellow
I172071917,42.32809966,-71.06321676,blue
I172019958,42.35207238,-71.05975342,yellow
I172080848,42.33448916,-71.03994472,green
I172041051,42.28526024,-71.06444063,purple
I172021097,42.29042439,-71.0638074,purple
I172002653,42.33362614,-71.07336417,pink
I172072478,42.30870132,-71.07932755,blue
I172087940,42.31986086,-71.05629944,purple
I172027893,42.3247019,-71.07542683,blue
I172070494,42.29321264,-71.11755983,red
I172057854,42.33497341,-71.07142863,pink
I172106945,42.3297427,-71.05826343,green
I172073900,42.29535374,-71.07313162,orange
I172093759,42.35157076,-71.07186599,pink
I172017876,42.33056715,-71.08806813,blue
I172024448,42.34111504,-71.05632465,green
I172032253,42.28529234,-71.09121672,orange
I172105783,42.32209079,-71.07477877,blue
I172067095,42.36271299,-71.06093712,yellow
I172034427,42.32952036,-71.08530641,blue
I172012223,42.35832312,-71.06568479,yellow
I172073112,42.30215372,-71.06287859,purple
I172016180,42.367284,-71.058068,yellow
I172051810,42.31993295,-71.08157395,blue
I172035384,42.29967342,-71.06511601,purple
I172095790,42.35500441,-71.06300728,yellow
I172077733,42.31252369,-71.07163872,blue
I172008464,42.3211829,-71.1068278,red
I172032538,42.30576686,-71.08097517,blue
I172071711,42.34042575,-71.04894028,green
I172009830,42.28712554,-71.07885351,orange
I172027764,42.27504456,-71.0673131,purple
I172089866,42.336112,-71.04665434,green
I172034494,42.34493428,-71.06366374,pink
I172083137,42.31175348,-71.08197378,blue
I172106283,42.29708829,-71.09095546,orange
I172058890,42.29330376,-71.0885899,orange
I172022190,42.28649468,-71.04421925,purple
I172035350,42.338114,-71.094784,pink
I172043390,42.30033703,-71.06267619,purple
I172070276,42.32955246,-71.11112429,red
I172098828,42.31538436,-71.09870021,red
I172016093,42.28576084,-71.09030349,orange
I172104641,42.28701738,-71.07706453,orange
I172004150,42.29373931,-71.08936895,orange
I172063384,42.34489594,-71.09659186,pink
I172073956,42.32393738,-71.11231362,red
I182000003,42.31399987,-71.08880794,blue
I172046434,42.33598881,-71.07764721,pink
I172057573,42.29131613,-71.07170293,purple
I172028382,42.36703925,-71.05828648,yellow
I172006058,42.34254533,-71.06555908,pink
I172072502,42.33773,-71.095747,pink
I172001825,42.27451263,-71.08004896,orange
I172010088,42.32476494,-71.05340359,green
I172076412,42.29242655,-71.07474479,orange
I172048124,42.34114797,-71.08246189,pink
I172091242,42.34232518,-71.06584588,pink
I172024935,42.34043847,-71.08895009,pink
I172014256,42.34369126,-71.0910345,pink
I172076391,42.34674238,-71.08970931,pink
I172024658,42.33271001,-71.08502496,blue
I172090472,42.27229134,-71.07222782,orange
I172012894,42.28678712,-71.0449173,purple
I172027849,42.34747759,-71.04467675,green
I172014022,42.33400346,-71.07969659,pink
I172105889,42.29451618,-71.08944754,orange
I172085961,42.36478627,-71.05825825,yellow
I172055512,42.28378654,-71.0871581,orange
I172091920,42.31895178,-71.05443106,purple
I172014153,42.30154555,-71.08118184,orange
I172104343,42.31748189,-71.06450704,blue
I172013426,42.31656425,-71.07811557,blue
I172005658,42.2896398,-71.07046114,purple
I172025172,42.36334402,-71.05898582,yellow
I172094274,42.33011785,-71.09707422,blue
I172067819,42.36418457,-71.05367662,yellow
I172027418,42.33131261,-71.04435361,green
I172107075,42.2857651,-71.08763245,orange
I172073840,42.36251648,-71.0706685,yellow
I172047408,42.3382519,-71.1061384,blue
I172084997,42.28526024,-71.06444063,purple
I172087115,42.35689612,-71.05573531,yellow
I172065757,42.2984758,-71.07303154,purple
I172098580,42.33455374,-71.07560801,pink
I172015974,42.31817181,-71.11257832,red
I172107439,42.28526024,-71.06444063,purple
I172053387,42.3078312,-71.06529544,purple
I172106757,42.34091586,-71.08771531,pink
I172008873,42.31204931,-71.07700088,blue
I172084857,42.31854554,-71.098663,red
I172092971,42.36468305,-71.0510589,yellow
I172015767,42.31688606,-71.0900119,blue
I172010184,42.34285169,-71.05427918,green
I172052079,42.36240281,-71.06954652,yellow
I182000005,42.28580069,-71.05487321,purple
I172103242,42.29993995,-71.08621901,orange
I172070059,42.28841085,-71.04710091,purple
I172019465,42.33357794,-71.08271636,blue
I172009946,42.2789366,-71.05417188,purple
I172073888,42.31844739,-71.11238691,red
I172102986,42.3510136,-71.07293513,pink
I172012979,42.32609148,-71.1049222,red
I172018466,42.27001605,-71.08994248,orange
I172039985,42.28356052,-71.07148942,purple
I172052449,42.34967078,-71.09391984,pink
I172002127,42.34994662,-71.05892052,yellow
I172087522,42.29861807,-71.06064186,purple
I172008116,42.29581572,-71.08488254,orange
I172026815,42.32894903,-71.05739663,green
I172062951,42.30277884,-71.06210293,purple
I172063987,42.31590122,-71.05430926,purple
I172035554,42.30660388,-71.08055038,blue
I172015446,42.33466825,-71.04738601,green
I172081504,42.33049422,-71.04342091,green
I172066094,42.30209614,-71.06922842,purple
I172011629,42.27242132,-71.07395648,orange
I172106209,42.30252186,-71.05202639,purple
I172044243,42.31521397,-71.08292637,blue
I172027109,42.31850987,-71.05673679,purple
I172024106,42.33225457,-71.11160342,blue
I172002830,42.31482241,-71.06524172,purple
I172022354,42.30288397,-71.06918798,purple
I172007363,42.350622,-71.110851,pink
I172062252,42.30080999,-71.06705066,purple
I172070810,42.30492239,-71.10298073,red
I172106706,42.30878855,-71.09055618,blue
